0   40
211   0   61.1498   0.423886   -0.440168   -61.1466   5.1327e-11   -3.87033e-13   4.56966e-13   -5.13157e-11
211   0   2.19237   -0.107552   0.545632   -2.11606   6.41484e-12   -1.11975e-13   2.56131e-13   -6.122e-12
-211   0   6.32144   -0.30104   -0.642594   6.27993   4.89398e-12   1.04473e-13   4.05712e-14   4.75347e-12
211   0   5.70286   -0.172711   0.00100545   5.69854   1.27902e-11   -7.83887e-13   2.62862e-13   1.26943e-11
211   0   278.682   -0.275517   0.227881   278.681   9.53571e-10   2.35052e-13   2.09991e-13   9.5357e-10
211   0   157.574   0.46234   0.0854705   157.574   2.25531e-10   -5.46853e-13   2.45031e-13   2.25526e-10
211   0   0.693215   0.0495882   -0.0181455   0.676963   2.34522e-11   5.93708e-13   2.31567e-13   2.33851e-11
-211   0   9.44054   -0.607168   0.383182   9.41216   1.83777e-11   -1.47478e-13   1.45849e-14   1.83184e-11
211   0   0.524444   0.343049   -0.118625   0.351862   1.28219e-12   -3.95311e-13   9.69089e-14   -3.01959e-13
-211   0   0.164474   0.000793993   0.0278138   0.0824472   1.1511e-12   -1.42596e-13   2.41679e-13   -6.46479e-13
-211   0   72.6163   0.219018   0.175105   -72.6156   1.3999e-10   3.66525e-14   -5.74566e-15   -1.39987e-10
211   0   124.118   -0.0237806   -0.223652   -124.118   2.38357e-10   5.24658e-13   7.94257e-14   -2.38354e-10
-211   0   233.578   0.147292   0.182163   -233.578   4.17204e-10   1.85841e-13   -3.71368e-13   -4.17202e-10
-211   0   487.496   -0.0270654   -0.110151   -487.496   1.57595e-09   -6.13455e-13   5.79998e-14   -1.57595e-09
211   0   255.175   0.214949   0.0688377   -255.175   1.94729e-09   -5.58316e-13   1.80373e-13   -1.94729e-09
211   1   593.515   0.255363   -0.240786   593.515   6.58909e-09   6.29877e-12   1.8656e-12   6.58908e-09
-211   1   2.29982   -0.402371   0.0363796   -2.25975   2.54782e-11   -2.63889e-13   -7.06483e-13   -2.52967e-11
211   1   0.828231   -0.0145502   0.244435   -0.778799   1.07043e-11   6.46502e-13   1.74082e-13   -1.04079e-11
-211   1   1.7898   0.302827   -0.419121   -1.70779   1.07043e-11   6.46502e-13   1.74082e-13   -1.04079e-11
211   1   0.499167   0.0165187   0.163885   -0.450063   1.93613e-12   -3.63951e-13   -1.31555e-13   -8.57211e-13
-211   1   0.241188   -0.143879   0.109994   0.0767608   1.93613e-12   -3.63951e-13   -1.31555e-13   -8.57211e-13
211   1   0.606607   -0.296464   -0.2765   0.429125   2.76e-12   1.60908e-13   -3.78071e-13   1.14552e-12
211   1   910.761   0.306297   -0.0147312   910.761   1.85851e-09   8.60131e-13   6.91946e-13   1.85851e-09
-211   1   50.6029   -0.0389213   0.0871122   50.6026   1.85851e-09   8.60131e-13   6.91946e-13   1.85851e-09
-211   1   158.828   -0.538129   -0.226444   158.827   7.84473e-10   -1.04924e-14   2.88498e-13   7.84469e-10
-211   1   26.3002   0.00387932   -0.302919   26.298   1.31859e-10   1.6097e-13   -8.51722e-14   1.31844e-10
211   1   6.99218   0.153766   -0.304544   6.98246   2.17037e-11   1.21899e-12   -1.11911e-12   2.1449e-11
211   1   1.81965   -0.242362   0.281986   1.77578   3.72713e-12   3.04582e-13   -4.00184e-13   3.34923e-12
-211   1   0.245973   0.0843795   0.174182   -0.0596954   3.72713e-12   3.04582e-13   -4.00184e-13   3.34923e-12
-211   1   0.452739   -0.0858606   0.0735704   0.415581   2.20012e-12   -1.03303e-14   1.88538e-13   5.97828e-13
211   1   179.631   0.0890572   0.256809   -179.631   4.19536e-09   -2.29425e-12   -1.53268e-12   -4.19536e-09
211   1   219.614   0.0359582   -0.0226109   219.614   51.7555   0.07199   -0.0469094   51.7554
211   1   0.503761   -0.255045   0.0958683   0.400072   2.66824e-11   -3.7663e-12   1.34066e-12   2.57603e-11
-211   1   2.06058   -0.34798   0.27337   2.00766   2.66824e-11   -3.7663e-12   1.34066e-12   2.57603e-11
211   1   0.603728   -0.0141237   -0.13917   0.570473   4.4241e-07   3.61394e-08   -6.33978e-08   3.99272e-07
-211   1   0.439103   -0.0171048   0.0240366   0.415285   4.4241e-07   3.61394e-08   -6.33978e-08   3.99272e-07
211   1   0.450408   -0.00545144   -0.121525   -0.410597   56.8059   3.1744   5.20163   -54.1301
-211   1   1.30362   0.103469   0.282138   -1.26081   56.8059   3.1744   5.20163   -54.1301
-211   1   195.224   0.076129   -0.0168205   -195.224   133728   -8.28615   8.91298   -133728
-211   1   2.22784   -0.190945   0.206877   2.20556   0.105968   -0.00868282   -0.00102314   0.10499
1   37
211   0   1765.27   0.0046504   -0.402356   -1765.27   4.46404e-09   4.00754e-13   -7.92917e-13   -4.46404e-09
-211   0   21.0379   0.188868   0.135982   -21.0362   1.31486e-11   -3.04383e-13   -6.51979e-13   -1.30408e-11
211   0   1.8562   0.149027   -1.5667   0.974286   9.90523e-13   3.69654e-14   5.38021e-13   -7.89098e-14
-211   0   0.788619   0.58848   -0.270598   0.427679   1.80254e-12   3.08188e-13   -2.72663e-13   1.39353e-12
211   0   0.712064   0.107018   0.281891   -0.629794   1.73222e-12   4.34892e-13   5.77524e-13   -6.76739e-13
